id,name,aadhaar,bank_account,bank_name,address,district,scheme,amount,dob,mobile,registration_date
1537,Ramesh Nath,664033794920,92831697064,Allahabad Bank,"House 196, Bapunagar, Darrang",Darrang,PMKVY Skill Dev,19787.34,1998-02-09,9139007361,2024-08-02
1538,Kamla Patel,332807259295,11096092372,Canara Bank,"Plot No.2, Near Panchayat Office, Jorhat",Bhagalpur,Ayushman Bharat,42710.88,1985-05-19,9838490876,2022-01-24
1539,Rekha Rajput,185857076920,90840812417,Union Bank,"House 868, Ambedkar Nagar, Darbhanga",Darbhanga,NSP Scholarship,11094.64,1959-07-20,9068993225,2023-01-29
1540,Nisha Roy,109558722728,46637177433,Bank of Baroda,"House 349, Shantinagar, Patna",Patna,Ayushman Bharat,6344.19,1981-07-17,9637483911,2022-05-10
1541,Lalita Sahu,133316611331,38543323800,Canara Bank,"House 3, Sardar Patel Nagar, Gorakhpur",Gorakhpur,PM Fasal Bima,17011.88,1987-10-26,9204554262,2022-10-06
1542,Anil Singh,462590193845,22759725533,UCO Bank,"House 285, Azad Nagar, Indore",Indore,PMKVY Skill Dev,15334.01,1992-02-22,9792744723,2020-10-12
1543,Suman Verma,188611139470,50973764957,Punjab National Bank,"House 952, Nehru Vihar, Allahabad",Allahabad,PM Ujjwala,2391.66,1968-05-08,9318111849,2021-06-17
1544,Umesh Jha,365054764667,21780129902,UCO Bank,"House 194, Gandhi Nagar, Jaipur",Jaipur,PMKVY Skill Dev,19946.99,1998-09-24,9529554992,2024-06-13
1545,Rakesh Reddy,353806726966,33252591853,UCO Bank,"House 149, Krishnanagar, Kanpur",Kanpur,PMKVY Skill Dev,16041.25,1976-02-21,9044602758,2025-09-29
1546,Priya Verma,717335328048,32797801958,Canara Bank,"House 913, Model Town, Nagaon",Nagaon,PMKVY Skill Dev,12143.55,1962-07-03,9310851528,2023-11-13
1547,Santosh Chauhan,498223691756,06175552928,Allahabad Bank,"House 989, Gandhi Nagar, Barpeta",Barpeta,NSP Scholarship,7472.54,1957-11-17,9870609392,2022-07-20
1548,Kamla Kewat,988785014540,59427367753,Canara Bank,"House 166, Azad Nagar, Dhubri",Dhubri,NSAP Pension,5595.75,1972-02-06,9915685535,2025-06-04
1549,Mahesh Lodhi,023797472145,82452646180,UCO Bank,"House 590, Rajiv Nagar, Patna",Patna,PM-KISAN,2799.38,1989-07-26,9806900985,2025-05-18
1550,Yogesh Mukherjee,440489992133,07908154455,Bank of India,"House 205, Gandhi Nagar, Kamrup",Kamrup,Ayushman Bharat,18361.52,1982-08-08,9863734136,2023-05-31
1551,Kamla Nirmalkar,423236901384,22357158624,State Bank of India,"House 926, Azad Nagar, Jabalpur",Jabalpur,PMSBY Insurance,1719.76,1995-02-13,9944123021,2021-10-25
1552,Ganga Maurya,210260778779,68024056281,Canara Bank,"House 573, Netaji Nagar, Allahabad",Allahabad,MGNREGA,14315.97,1964-10-10,9810042977,2021-09-06
1553,Ramesh Pandey,894758692205,05092100585,Punjab National Bank,"House 606, Ambedkar Nagar, Udaipur",Udaipur,NSP Scholarship,5311.06,1997-06-27,9575756294,2024-03-14
1554,Babli Tiwari,392001551558,04677383871,Union Bank,"House 968, Subhash Nagar, Barpeta",Barpeta,PMSBY Insurance,1614.26,1976-10-19,9338011755,2022-01-07
1555,Umesh Bose,173679447014,06426188973,UCO Bank,"House 290, New Colony, Amritsar",Amritsar,PM Awas Yojana,146007.8,1969-06-21,9135579971,2023-07-26
1556,Pushpa Tiwari,312074493895,89002681537,Allahabad Bank,"House 130, Rampur, Patna",Patna,PM Awas Yojana,141862.72,1977-11-08,9225519115,2025-02-08
1557,Yogesh Nair,591037301843,09359546626,Bank of India,"House 12, Rampur, Lakhimpur",Lakhimpur,PMKVY Skill Dev,17557.55,1995-04-19,9190904625,2021-05-04
1558,Anjali Lodhi,540428246852,73136084598,Bank of Baroda,"House 601, Nehru Vihar, Patna",Patna,PM Awas Yojana,122020.4,1956-11-15,9034095290,2025-05-29
1559,Neha Lodhi,073332845304,63837556453,Canara Bank,"House 507, Rajiv Nagar, Varanasi",Varanasi,NSAP Pension,2712.54,1989-01-16,9230731670,2023-01-05
1560,Rekha Jha,907394497663,31543271503,Punjab National Bank,"House 475, Azad Nagar, Sonitpur",Sonitpur,PM Ujjwala,3102.54,1970-11-04,9751410678,2025-03-04
1561,Mangala Shah,724952059583,64284716649,UCO Bank,"House 491, Rampur, Dhubri",Dhubri,PMSBY Insurance,1645.42,1998-07-16,9432028344,2024-02-29
1562,Rajan Pandey,304877942146,18551886169,Allahabad Bank,"House 132, Azad Nagar, Allahabad",Allahabad,PM Ujjwala,2406.05,1997-12-02,9264481707,2023-10-20
1563,Leela Sharma,673838113074,28614116424,Canara Bank,"House 581, New Colony, Kamrup",Kamrup,MGNREGA,8197.73,1981-06-24,9028722297,2024-10-05
1564,Suman Pandey,894032027507,60334332836,Canara Bank,"House 778, Subhash Nagar, Dhubri",Dhubri,PM Ujjwala,2920.03,1977-01-12,9821602586,2024-12-27
1565,Hitesh Jha,051296300384,75324378983,Canara Bank,"House 657, Azad Nagar, Udaipur",Udaipur,NSP Scholarship,7930.36,1995-11-03,9392426683,2024-11-25
1566,Leela Pandey,915923349116,34144222097,Allahabad Bank,"House 214, New Colony, Varanasi",Varanasi,NSP Scholarship,7867.39,1987-08-26,9492919736,2022-08-05
1567,Rekha Maurya,272936497309,72466479149,Bank of India,"House 46, New Colony, Jaipur",Jaipur,PMKVY Skill Dev,15279.3,1997-02-17,9140242864,2023-05-22
1568,Naresh Nair,409155886248,94502412335,Central Bank,"House 138, New Colony, Sonitpur",Sonitpur,NSP Scholarship,5867.33,1963-03-20,9100101379,2020-12-06
1569,Asha Patel,346328571082,85724090739,Punjab National Bank,"House 558, Subhash Nagar, Patna",Patna,NSP Scholarship,8983.68,1971-07-22,9823498402,2021-04-11
1570,Mamta Mehta,205763817252,33853938586,Bank of Baroda,"House 94, Rampur, Darbhanga",Darbhanga,MGNREGA,11445.07,1973-11-11,9184089593,2022-08-27
1571,Kamla Mishra,958877499090,76850844682,Canara Bank,"House 934, Ambedkar Nagar, Kanpur",Kanpur,PM-KISAN,5327.23,1957-09-12,9688910159,2024-08-12
1572,Sanjay Gupta,570041516973,25991534169,UCO Bank,"House 885, Nehru Vihar, Amritsar",Amritsar,PM Awas Yojana,132412.08,2000-03-27,9371459705,2022-03-16
1573,Babli Tiwari,727887324935,02133804954,Bank of India,"House 961, Model Town, Darrang",Darrang,MGNREGA,7692.81,1972-01-13,9455840434,2022-03-31
1574,Seema Mallah,672028421930,50014785802,Central Bank,"House 911, Bapunagar, Patna",Patna,PM Ujjwala,2228.62,1961-11-26,9527152663,2024-10-19
1575,Yogesh Nair,738188551578,83179878305,Bank of Baroda,"House 805, Sardar Patel Nagar, Jabalpur",Jabalpur,NSP Scholarship,7982.03,1990-03-30,9325148008,2024-06-28
1576,Kiran Naidu,434847951450,42189460767,Central Bank,"Plot No.4, Near Panchayat Office, Sonitpur",Amritsar,PMSBY Insurance,1334.94,1976-10-30,9226081100,2024-12-21
1577,Dinesh Sahu,488400967432,77256230225,Allahabad Bank,"House 117, Krishnanagar, Bhagalpur",Bhagalpur,PMKVY Skill Dev,9328.52,1978-10-26,9131079288,2021-09-28
1578,Umesh Sahu,479830373859,75243386554,UCO Bank,"House 482, Rajiv Nagar, Lakhimpur",Lakhimpur,NSAP Pension,2423.14,1979-04-14,9929772520,2023-06-14
1579,Guddi Singh,893980192521,54229425276,Union Bank,"House 19, Subhash Nagar, Nagaon",Nagaon,PM Ujjwala,2692.44,1985-09-12,9919183393,2025-11-24
1580,Pooja Ghosh,441814318123,41805206922,Canara Bank,"House 277, Ambedkar Nagar, Varanasi",Varanasi,PMKVY Skill Dev,11313.13,1981-11-08,9501767771,2023-10-11
1581,Mukesh Chatterjee,738850112160,03235448718,Punjab National Bank,"House 92, Indira Colony, Patna",Patna,PM-KISAN,5117.05,1990-01-25,9559888840,2020-11-01
1582,Neha Yadav,100370609231,58486341741,Allahabad Bank,"House 713, Shantinagar, Udaipur",Udaipur,NSAP Pension,4204.55,1992-03-02,9219591396,2024-07-21
1583,Nisha Mallah,841776483578,36879457543,Union Bank,"House 986, Lal Bahadur Nagar, Gorakhpur",Gorakhpur,Ayushman Bharat,30948.21,1997-05-04,9384928880,2023-11-02
1584,Nisha Kahar,423866754720,05768478476,Bank of Baroda,"House 657, Sardar Patel Nagar, Bhagalpur",Bhagalpur,PM-KISAN,3043.14,1992-08-01,9324336845,2023-01-04
1585,Santosh Reddy,226806211343,00706804215,UCO Bank,"House 326, Sardar Patel Nagar, Goalpara",Goalpara,PM Awas Yojana,128603.69,1979-12-27,9516188104,2023-10-29
1586,Munni Patel,109440923709,85884514963,Central Bank,"Plot No.4, Near Panchayat Office, Sonitpur",Varanasi,NSAP Pension,4075.19,1959-12-03,9247426117,2020-12-24
1587,Anil Sahu,310305121752,91007959296,Allahabad Bank,"House 322, Shantinagar, Kamrup",Kamrup,PMKVY Skill Dev,282833.39,1964-03-05,9457294249,2024-05-12
1588,Shanti Tiwari,121846504020,87750693920,Allahabad Bank,"House 463, Subhash Nagar, Bhopal",Bhopal,Ayushman Bharat,42090.43,1980-11-11,9034819871,2024-06-21
1589,Sanjay Singh,570140067690,65375384357,Central Bank,"House 883, Azad Nagar, Darrang",Darrang,PMKVY Skill Dev,14161.25,1991-05-29,9806517257,2025-09-19
1590,Umesh Bind,649777383545,79984523729,Central Bank,"House 99, Sardar Patel Nagar, Gorakhpur",Gorakhpur,PM Fasal Bima,13593.4,1985-08-29,9648905693,2022-03-28
1591,Rakesh Yadav,159522702327,14365337012,Punjab National Bank,"House 810, Netaji Nagar, Varanasi",Varanasi,NSP Scholarship,8380.45,1968-07-21,9949162112,2021-09-23
1592,Nisha Kumar,193358562222,56092320924,Bank of Baroda,"House 607, Netaji Nagar, Lucknow",Lucknow,NSAP Pension,5852.12,1997-08-24,9034735607,2022-10-16
1593,Ganga Naidu,123731519564,37659008372,State Bank of India,"House 624, Sardar Patel Nagar, Dhubri",Dhubri,NSAP Pension,4987.01,1967-06-16,9105230351,2022-04-03
1594,Asha Yadav,905373332890,90890687431,Canara Bank,"House 731, Azad Nagar, Goalpara",Goalpara,PM Ujjwala,2202.49,1975-04-14,9763066217,2025-10-07
1595,Ashok Mukherjee,801031982588,57557990716,Canara Bank,"House 124, Subhash Nagar, Muzaffarpur",Muzaffarpur,PMSBY Insurance,1273.65,1957-12-28,9538316866,2022-03-20
1596,Lalita Kumar,314281974155,77558377907,State Bank of India,"House 319, New Colony, Patna",Patna,Ayushman Bharat,8349.26,1995-03-01,9849241826,2023-03-22
1597,Devaki Nair,533147867597,71904077241,Bank of Baroda,"House 373, Rajiv Nagar, Raipur",Raipur,PM Awas Yojana,128145.83,1965-01-17,9533544711,2021-07-18
1598,Ashok Chatterjee,294001520815,30357319305,Allahabad Bank,"House 820, Ambedkar Nagar, Jabalpur",Jabalpur,PM Fasal Bima,5306.59,1978-10-05,9620738046,2025-01-06
1599,Vijay Naidu,252756519754,64035801355,State Bank of India,"House 615, Azad Nagar, Darrang",Darrang,PMSBY Insurance,1824.3,1962-12-08,9627102076,2022-05-15
1600,Mohan Mehta,378681325754,41226296028,State Bank of India,"House 307, Indira Colony, Jabalpur",Jabalpur,PMSBY Insurance,1588.83,1984-10-19,9914391407,2025-06-30
1601,Prakash Sahu,594204652176,38930343840,UCO Bank,"House 190, Sardar Patel Nagar, Gaya",Gaya,MGNREGA,6684.31,1957-04-27,9165148915,2023-04-12
1602,Savita Kurmi,917457344396,17959973115,Punjab National Bank,"House 877, Shantinagar, Bhopal",Bhopal,PMSBY Insurance,1810.55,2001-02-24,9941770261,2021-04-21
1603,Rajan Ghosh,694753201516,42739115556,Bank of Baroda,"House 163, Netaji Nagar, Patna",Patna,NSP Scholarship,4637.93,1971-01-08,9977926258,2023-06-08
1604,Asha Roy,395177629805,31863326271,UCO Bank,"House 29, Indira Colony, Raipur",Raipur,Ayushman Bharat,43909.84,1957-12-23,9704706329,2023-08-23
1605,Kiran Shah,964004555237,14636003122,Punjab National Bank,"House 15, Azad Nagar, Jaipur",Jaipur,Ayushman Bharat,48122.07,1958-12-06,9957037007,2025-10-17
1606,Parvati Gupta,083105400629,95276573175,Punjab National Bank,"House 661, Model Town, Sivasagar",Sivasagar,PM Ujjwala,1746.21,1992-11-22,9987265866,2025-09-02
1607,Kamla Naidu,861339698929,63825002890,Indian Bank,"House 293, Gandhi Nagar, Udaipur",Udaipur,NSP Scholarship,10644.88,1969-12-07,9443484070,2025-10-11
1608,Prakash Kewat,377742298410,45104793245,Bank of India,"House 535, Nehru Vihar, Amritsar",Amritsar,PM Fasal Bima,20076.57,1995-03-12,9451191622,2025-09-14
1609,Mamta Mishra,050244422608,26944702201,Indian Bank,"House 45, Netaji Nagar, Gorakhpur",Gorakhpur,Ayushman Bharat,8870.47,1977-10-14,9496520554,2024-09-19
1610,Tulsi Kahar,095573506099,87656748344,Central Bank,"House 83, Shantinagar, Bhopal",Bhopal,NSAP Pension,1962.32,1982-09-19,9752496819,2024-12-01
1611,Neha Mishra,990658578657,12494170894,Bank of India,"House 449, Shantinagar, Darbhanga",Darbhanga,PM Fasal Bima,11887.14,1972-05-20,9562972110,2022-05-09
1612,Neha Yadav,840856880903,63060810964,Union Bank,"House 134, Indira Colony, Dhubri",Dhubri,NSP Scholarship,10148.65,1994-08-08,9266704757,2025-08-20
1613,Ganesh Tiwari,540428246852,41837406099,Central Bank,"House 486, Krishnanagar, Udaipur",Udaipur,PM Ujjwala,2809.16,1989-11-21,9433283461,2024-05-06
1614,Ritu Kahar,694728924683,99734636341,Allahabad Bank,"House 63, Nehru Vihar, Amritsar",Amritsar,NSAP Pension,3374.03,1924-02-17,9659177076,2024-08-06
1615,Ritu Jha,280740528040,32766143260,Indian Bank,"House 486, Shantinagar, Amritsar",Amritsar,PMSBY Insurance,1868.59,1983-10-29,9377627084,2024-02-11
1616,Pushpa Jha,684192540319,60385360206,Bank of India,"House 824, Subhash Nagar, Jorhat",Jorhat,PM Awas Yojana,138643.69,1997-04-13,9178150276,2025-05-26
1617,Kamla Bind,659861085230,77253682173,Indian Bank,"House 855, Shantinagar, Kamrup",Kamrup,PM Awas Yojana,135578.89,1963-01-03,9560281858,2024-02-10
1618,Neha Joshi,348753116046,37659008372,Punjab National Bank,"House 407, Azad Nagar, Varanasi",Varanasi,PM-KISAN,4163.71,1958-03-16,9781340495,2021-07-27
1619,Vandana Mishra,041318652852,35235142607,Allahabad Bank,"House 865, Azad Nagar, Sivasagar",Sivasagar,PM Awas Yojana,126554.23,1990-11-10,9370311333,2022-10-28
1620,Leela Ghosh,418543783316,89474932604,Union Bank,"House 735, Sardar Patel Nagar, Kamrup",Kamrup,PM-KISAN,3184.44,1997-03-19,9927216468,2020-12-15
1621,Rajesh Devi,057807188419,96230422972,Indian Bank,"House 334, Gandhi Nagar, Raipur",Raipur,PM Fasal Bima,10292.35,1967-04-30,9899325256,2023-08-21
1622,Babli Nirmalkar,816702581814,61510295170,Punjab National Bank,"House 631, Indira Colony, Sivasagar",Sivasagar,Ayushman Bharat,6635.89,1997-05-07,9550884066,2025-03-27
1623,Suman Kurmi,618835054815,57134864690,State Bank of India,"House 249, Gandhi Nagar, Indore",Indore,NSP Scholarship,4785.47,1996-10-30,9858975306,2025-08-29
1624,Rekha Mukherjee,069705004376,98132154602,Canara Bank,"House 480, Ambedkar Nagar, Ludhiana",Ludhiana,PMKVY Skill Dev,16281.53,1994-11-21,9277712445,2025-12-05
1625,Dinesh Nirmalkar,904418727789,19171115824,Punjab National Bank,"House 904, Sardar Patel Nagar, Kamrup",Kamrup,PMSBY Insurance,1711.9,1966-09-14,9515977522,2021-04-25
1626,Guddi Verma,076684280557,97672939329,State Bank of India,"House 196, Subhash Nagar, Amritsar",Amritsar,PM Ujjwala,2208.27,1958-10-26,9731791590,2025-11-13
1627,Leela Gupta,295553789150,40129476665,Bank of Baroda,"House 714, Indira Colony, Kanpur",Kanpur,NSP Scholarship,4949.95,1981-01-03,9547212099,2024-07-22
1628,Pushpa Maurya,155952567315,79055135939,Punjab National Bank,"House 665, Lal Bahadur Nagar, Kanpur",Kanpur,PMSBY Insurance,1847.0,1980-04-26,9939347358,2021-07-26
1629,Bharat Pandey,660700507921,13312163500,Bank of India,"House 41, Ambedkar Nagar, Bhopal",Bhopal,PMSBY Insurance,1698.04,1997-02-10,9779060771,2021-06-08
1630,Vandana Gupta,459311333484,28470889098,Indian Bank,"House 954, Model Town, Lakhimpur",Lakhimpur,PM Fasal Bima,5372.25,1958-06-05,9286856372,2024-10-28
1631,Leela Shah,962019808584,70072246503,UCO Bank,"House 586, Sardar Patel Nagar, Muzaffarpur",Muzaffarpur,PMKVY Skill Dev,14831.59,1965-09-12,9039178232,2021-12-15
1632,Seema Kumar,858041997088,01250459854,Union Bank,"House 692, Rajiv Nagar, Gaya",Gaya,PMSBY Insurance,1884.02,1963-02-28,9578446831,2023-06-02
1633,Anita Verma,986296069454,91496702167,UCO Bank,"House 879, Subhash Nagar, Jabalpur",Jabalpur,Ayushman Bharat,48525.16,1981-12-30,9637879905,2023-01-29
1634,Pushpa Bind,083455087739,46358509141,State Bank of India,"House 824, Ambedkar Nagar, Udaipur",Udaipur,PMKVY Skill Dev,16573.36,1989-08-07,9523284241,2021-09-29
1635,Sunita Gupta,653772676330,92605469204,Punjab National Bank,"House 518, Model Town, Gorakhpur",Gorakhpur,PMSBY Insurance,1754.79,1959-02-21,9931602820,2025-11-30
1636,Rakesh Devi,855720209536,14154104249,UCO Bank,"House 466, Gandhi Nagar, Darrang",Darrang,PM Ujjwala,2316.87,1974-05-21,9368020572,2025-05-08
1637,Seema Verma,461125550976,20779845523,State Bank of India,"House 115, Ambedkar Nagar, Kanpur",Kanpur,MGNREGA,13161.61,1958-06-07,9845208841,2025-03-30
1638,Umesh Iyer,564400953034,06473418473,Punjab National Bank,"House 111, Lal Bahadur Nagar, Gaya",Gaya,PM Awas Yojana,121049.66,1956-12-03,9527457081,2024-08-22
1639,Ramesh Gupta,421473461485,33347669680,Punjab National Bank,"House 604, Lal Bahadur Nagar, Varanasi",Varanasi,PM Ujjwala,681425.71,1979-12-10,9740795543,2022-10-23
1640,Ritu Kumar,608707213814,29998157911,Bank of Baroda,"House 986, Subhash Nagar, Sivasagar",Sivasagar,PM-KISAN,5280.31,1996-01-30,9861437867,2024-05-09
1641,Nisha Mukherjee,562440443437,47613948529,Punjab National Bank,"House 451, Bapunagar, Kanpur",Kanpur,PM Ujjwala,2810.12,1963-05-30,9741907222,2024-12-16
1642,Rekha Kewat,273734094204,68526172793,Bank of Baroda,"House 785, Rajiv Nagar, Bilaspur",Bilaspur,PM Ujjwala,2305.66,1966-04-03,9730723358,2022-08-26
1643,Savita Mallah,837027948907,14327128730,UCO Bank,"House 848, Rajiv Nagar, Patna",Patna,PMKVY Skill Dev,18886.98,1972-03-15,9595057084,2025-11-12
1644,Neha Kumar,888334949757,40378012807,Union Bank,"House 608, Gandhi Nagar, Gorakhpur",Gorakhpur,PM Fasal Bima,3640.92,1986-12-12,9658915386,2023-06-05
1645,Prakash Chauhan,283077991690,72403109928,State Bank of India,"House 361, Rampur, Raipur",Raipur,PM Fasal Bima,4418.6,1987-03-02,9027079244,2022-01-29
1646,Mangala Thakur,865769327892,16172804373,Punjab National Bank,"House 322, Lal Bahadur Nagar, Gaya",Gaya,PM Ujjwala,1648.7,1996-06-09,9056618465,2021-09-13
1647,Santosh Yadav,100408764241,21529874136,State Bank of India,"House 543, New Colony, Ludhiana",Ludhiana,NSAP Pension,2924.04,1998-09-30,9683493372,2024-05-14
1648,Pushpa Rani,879521728216,61217127848,UCO Bank,"House 724, Netaji Nagar, Sivasagar",Sivasagar,PM-KISAN,3739.45,1963-02-02,9312789138,2022-07-31
1649,Suman Naidu,734937869569,77057470826,State Bank of India,"House 774, Krishnanagar, Muzaffarpur",Muzaffarpur,PM Fasal Bima,21160.19,1917-09-19,9717915211,2025-09-02
1650,Geeta Yadav,515444055674,38849227756,Punjab National Bank,"House 858, Rajiv Nagar, Udaipur",Udaipur,MGNREGA,7432.49,1993-12-29,9827618435,2025-08-28
1651,Lalita Mukherjee,429784659367,41903160585,Central Bank,"House 735, Ambedkar Nagar, Allahabad",Allahabad,PM Awas Yojana,146753.24,1978-07-25,9715131244,2022-06-28
1652,Mangala Mukherjee,901166001001,42666428564,Punjab National Bank,"House 282, Rampur, Indore",Indore,PM Awas Yojana,120488.82,1963-03-22,9231700179,2021-01-16
1653,Lalita Chatterjee,799820555254,87494333957,Canara Bank,"House 833, Ambedkar Nagar, Bhopal",Bhopal,NSAP Pension,3062.52,1966-12-31,9543133160,2025-02-22
1654,Hari Shah,794487743784,43471584543,Allahabad Bank,"House 103, Rampur, Gorakhpur",Gorakhpur,PM Fasal Bima,5715.05,1987-10-10,9148233975,2022-06-10
1655,Savita Chatterjee,924983029474,88572034900,Union Bank,"Plot No.4, Near Panchayat Office, Sonitpur",Jodhpur,PM-KISAN,5028.83,1985-03-04,9963345534,2025-01-31
1656,Leela Nath,901801876379,74445042019,State Bank of India,"House 521, Rajiv Nagar, Dhubri",Dhubri,PMSBY Insurance,1324.95,1962-11-06, ,2022-07-23
1657,Hari Kewat,707659588396,86501684293,Union Bank,"House 785, Indira Colony, Darrang",Darrang,NSP Scholarship,4665.04,1968-06-14,9754532511,2025-07-13
1658,Sanjay Nirmalkar,972479147491,87378337480,Union Bank,"Plot No.5, Near Panchayat Office, Gaya",Bilaspur,MGNREGA,7008.78,1986-08-24,9469420260,2024-10-09
1659,Anita Das,674428626769,34633858350,Bank of Baroda,"House 307, Sardar Patel Nagar, Udaipur",Udaipur,PM-KISAN,4445.08,1987-02-21,9314465829,2024-09-22
1660,Mamta Mukherjee,996075198726,15211444292,Indian Bank,"House 260, Rampur, Lakhimpur",Lakhimpur,NSP Scholarship,5517.1,1986-11-24,9129226020,2023-04-14
1661,Geeta Das,453145142198,85229976418,Central Bank,"House 215, Ambedkar Nagar, Jabalpur",Jabalpur,PMSBY Insurance,1670.17,1986-01-03,9966945683,2021-08-10
1662,Leela Bind,622828754463,04369867201,UCO Bank,"House 439, Rajiv Nagar, Allahabad",Allahabad,NSP Scholarship,7491.95,1991-01-15,9998028281,2024-03-28
1663,Ashok Singh,361420493180,58421480799,Union Bank,"House 135, Nehru Vihar, Lakhimpur",Lakhimpur,PM Awas Yojana,146075.42,1969-01-21,9685822816,2025-09-15
1664,Sanjay Roy,608993538673,76371849259,Central Bank,"House 909, New Colony, Jaipur",Jaipur,Ayushman Bharat,8770.4,1984-08-27,9305628212,2022-05-13
1665,Vinod Devi,627510489836,71563778501,UCO Bank,"House 624, Netaji Nagar, Allahabad",Allahabad,PM Fasal Bima,11146.15,1963-12-28,9456030461,2021-07-14
1666,Prakash Rani,127080088271,35755552416,UCO Bank,"House 264, Ambedkar Nagar, Varanasi",Varanasi,MGNREGA,3863.84,1964-12-02,9789584828,2023-06-24
1667,Suresh Pandey,208000269635,53037292360,Bank of India,"House 254, Model Town, Raipur",Raipur,PM-KISAN,5228.53,1973-05-07,9466878792,2024-04-25
1668,Lalita Yadav,628748086304,26846273468,Punjab National Bank,"House 106, Shantinagar, Bilaspur",Bilaspur,PM Ujjwala,2712.46,2000-10-20,9381237272,2021-11-27
1669,Priya Mukherjee,540428246852,36539389522,Indian Bank,"House 101, Subhash Nagar, Gorakhpur",Gorakhpur,PM Fasal Bima,3246.63,1987-02-22,9643047868,2025-01-30
1670,Shanti Gupta,517118389424,00348929648,Union Bank,"House 136, New Colony, Jodhpur",Jodhpur,PM Awas Yojana,135581.47,1978-01-01,9524426075,2024-03-09
1671,Sanjay Mehta,669013619263,14562235679,State Bank of India,"House 702, Subhash Nagar, Allahabad",Allahabad,PM Fasal Bima,4310.2,1976-09-02,9011411726,2022-04-06
1672,Dinesh Patel,341605753570,61173787187,Bank of Baroda,"House 689, Rajiv Nagar, Kanpur",Kanpur,NSP Scholarship,6872.89,1969-04-13,9486031208,2022-12-09
1673,Yogesh Sharma,808134373726,08754943610,UCO Bank,"House 715, Subhash Nagar, Barpeta",Barpeta,Ayushman Bharat,35805.98,1985-07-18,9318377974,2023-07-29
1674,Parvati Nirmalkar,953135077343,53346715311,Indian Bank,"House 604, Gandhi Nagar, Barpeta",Barpeta,PM Awas Yojana,127834.41,1997-06-12,9779960003,2023-05-16
1675,Lalita Bind,198443534855,70192996418,UCO Bank,"House 428, Subhash Nagar, Ludhiana",Ludhiana,MGNREGA,14228.77,1968-08-27,9657183156,2024-05-26
1676,Suresh Das,323991067961,39462538382,Bank of Baroda,"House 629, Indira Colony, Muzaffarpur",Muzaffarpur,PMSBY Insurance,1473.84,1962-05-10,9298458313,2023-08-15
1677,Ganesh Nath,046371687373,79485724769,Canara Bank,"House 166, Subhash Nagar, Udaipur",Udaipur,Ayushman Bharat,48133.66,1986-08-07,9783109114,2023-12-20
1678,Rajan Sahu,520528542676,80596742795,Punjab National Bank,"House 288, Nehru Vihar, Jabalpur",Jabalpur,Ayushman Bharat,34216.17,1998-08-20,9193324753,2025-07-26
1679,Kavita Naidu,201205788656,07577503631,Canara Bank,"House 332, Lal Bahadur Nagar, Lucknow",Lucknow,PM-KISAN,2407.85,1969-10-20,9706349307,2022-06-01
1680,Geeta Kumar,470341102482,64115609242,Allahabad Bank,"House 885, Subhash Nagar, Darrang",Darrang,PM Fasal Bima,22571.56,1975-07-04,9288447366,2023-11-13
1681,Dinesh Ghosh,693056858933,46721644935,Indian Bank,"House 319, Model Town, Jabalpur",Jabalpur,PM Ujjwala,1973.82,1983-12-02,9257003781,2022-11-23
1682,Usha Singh,791252645875,52258769728,Bank of India,"House 814, Bapunagar, Gaya",Gaya,PMKVY Skill Dev,11373.29,1979-06-20,9483368554,2024-08-24
1683,Naresh Maurya,358755876370,90395649812,Bank of India,"House 636, Indira Colony, Allahabad",Allahabad,MGNREGA,6909.55,1979-05-12,9012679910,2025-11-25
1684,Usha Rajput,217829386011,75279774794,Bank of India,"House 349, Nehru Vihar, Gaya",Gaya,PM-KISAN,3854.41,1977-02-08,9308410373,2025-10-28
1685,Guddi Rajput,424000593063,47409117098,Canara Bank,"House 78, Rajiv Nagar, Raipur",Raipur,NSP Scholarship,3958.92,1988-09-02,9688456306,2021-04-29
1686,Babli Nair,098785927297,80694875526,Punjab National Bank,"House 716, Ambedkar Nagar, Kamrup",Kamrup,PMSBY Insurance,1927.0,2000-01-22,9380381464,2025-08-29
1687,Rakesh Devi,397171824992,58273151434,Bank of Baroda,"House 472, Rajiv Nagar, Sonitpur",Sonitpur,PM Fasal Bima,4422.76,1980-11-04,9002236954,2021-12-28
1688,Shanti Chauhan,404028538680,83120388127,Punjab National Bank,"House 191, Sardar Patel Nagar, Patna",Patna,PM Ujjwala,2658.52,1995-12-17,9011812360,2021-03-12
1689,Anita Kahar,285477775940,28338465016,Indian Bank,"House 418, Bapunagar, Lakhimpur",Lakhimpur,PM Ujjwala,1687.84,1970-03-06,9087287790,2025-03-24
1690,Umesh Joshi,035813384093,70014073647,Punjab National Bank,"House 411, Shantinagar, Nagaon",Nagaon,NSP Scholarship,11825.82,1970-04-27,9915412115,2025-03-20
1691,Seema Sharma,285019669531,70312691713,Allahabad Bank,"House 575, Ambedkar Nagar, Kamrup",Kamrup,MGNREGA,10977.04,1956-08-29,9193479311,2021-04-22
1692,Dinesh Iyer,408192668103,99382374085,Allahabad Bank,"House 328, New Colony, Gaya",Gaya,NSP Scholarship,4529.9,1963-07-20,9635330450,2023-02-24
